subject_id,enrolled_date,sex_status,spay_neuter_date,study_status,birth_date,withdrawn_date,inactive_date,death_date,is_euthanized,coat_color
grlsHFAQ2VV,2014-05,Intact Male,,Enrolled,2013-01,,,,0.0,blonde
grls8XDNJJHH,2014-05,Neutered Male,2015-01,Inactive,2013-10,,2016-04,,0.0,blonde
grlsIOYBJHWW,2014-05,Spayed Female,2014-06,Enrolled Deceased,2013-05,,,2022-12,1.0,dark golden
grlsNP2GOS33,2014-05,Spayed Female,2013-12,Enrolled,2013-06,,,,0.0,medium golden
grls1VS4BJHH,2014-05,Neutered Male,2015-08,Enrolled,2013-08,,,,0.0,light golden
grlsCPP2Z3DD,2014-05,Intact Male,,Enrolled Deceased,2013-09,,,2020-11,1.0,medium golden
grlsO11NX966,2014-05,Neutered Male,2015-01,Enrolled,2013-10,,,,0.0,blonde
grlsBO29BWSS,2014-05,Spayed Female,2017-12,Enrolled,2013-09,,,,0.0,medium golden
grlsK6PLE6YY,2014-05,Spayed Female,2013-04,Enrolled,2012-10,,,,0.0,light golden
grlsJ7NC68VV,2014-05,Spayed Female,2013-08,Enrolled,2013-04,,,,0.0,medium golden
grlsIU7GFUBB,2014-04,Spayed Female,2013-01,Inactive,2012-09,,2024-03,,0.0,light golden
grlsGI38BBII,2014-05,Spayed Female,2014-01,Enrolled,2013-06,,,,0.0,light golden
grls45CVROHH,2014-05,Spayed Female,2014-03,Enrolled Deceased,2013-10,,,2022-06,1.0,light golden
grlsTP9TT4NN,2014-05,Neutered Male,2014-05,Enrolled,2013-02,,,,0.0,medium golden
grls415JZ9NN,2014-05,Neutered Male,2019-01,Enrolled,2013-09,,,,0.0,light golden
grls83C2TLMM,2014-05,Intact Female,,Enrolled Deceased,2013-07,,,2019-12,0.0,medium golden
grlsYO6LP033,2014-05,Spayed Female,2015-03,Enrolled,2013-10,,,,0.0,dark golden
grlsWVMMO9XX,2014-05,Spayed Female,2013-09,Inactive,2012-05,,2017-04,,0.0,dark golden
grlsKM12EY11,2014-05,Spayed Female,2014-02,Inactive,2013-08,,2017-04,,0.0,blonde
grlsQ9YKQ5BB,2014-05,Spayed Female,2017-03,Inactive,2012-05,,2020-06,,0.0,dark golden
grlsOWFES8PP,2014-05,Spayed Female,2020-09,Enrolled,2013-10,,,,0.0,light golden
grlsPYUC6ZTT,2014-05,Neutered Male,2012-11,Enrolled,2012-05,,,,0.0,medium golden
grls2Y64A1ZZ,2014-05,Spayed Female,2012-11,Enrolled,2012-05,,,,0.0,red
grls90WV0NUU,2014-05,Neutered Male,2014-09,Enrolled,2013-06,,,,0.0,light golden
grlsP0XFO2EE,2014-05,Neutered Male,2014-03,Enrolled Deceased,2013-09,,,2022-09,1.0,blonde
grlsTQNQCBOO,2014-06,Intact Female,,Inactive,2013-04,,2019-05,,0.0,medium golden
grlsL8SOU6CC,2014-05,Neutered Male,2016-05,Enrolled,2012-08,,,,0.0,light golden
grlsG8XK3MII,2014-05,Neutered Male,2014-05,Enrolled Deceased,2013-04,,,2024-09,0.0,blonde
grls8VMEW0YY,2014-05,Spayed Female,2014-05,Enrolled Deceased,2013-10,,,2018-06,0.0,light golden
grlsI48DHOKK,2014-05,Neutered Male,2014-04,Inactive,2013-09,,2016-05,,0.0,light golden
grlsCQGQFYAA,2014-06,Spayed Female,2014-02,Enrolled,2013-09,,,,0.0,blonde
grlsPQW4W8CC,2014-05,Spayed Female,2014-04,Enrolled,2013-04,,,,0.0,light golden
grlsC223U4UU,2014-05,Neutered Male,2014-02,Enrolled Deceased,2013-01,,,2022-02,1.0,light golden
grls43MMLM88,2014-05,Spayed Female,2014-02,Enrolled,2013-04,,,,0.0,light golden
grlsVCVG4GHH,2014-05,Spayed Female,2017-01,Enrolled,2012-03,,,,0.0,light golden
grlsGYD8YY55,2014-05,Neutered Male,2015-04,Enrolled Deceased,2012-03,,,2024-12,1.0,medium golden
grlsD6YYECTT,2014-06,Spayed Female,2013-01,Enrolled Deceased,2012-06,,,2024-04,1.0,light golden
grls8TET2OXX,2014-06,Intact Female,,Withdrawn,2013-10,2015-06,,,0.0,dark golden
grlsYDEDGCXX,2014-05,Spayed Female,2013-10,Enrolled Deceased,2013-04,,,2023-02,1.0,medium golden
grlsDZJPVGJJ,2014-05,Neutered Male,2014-09,Enrolled Deceased,2013-05,,,2022-02,0.0,medium golden
grls445JZMM,2014-05,Spayed Female,2013-12,Inactive,2013-06,,2015-04,,0.0,light golden
grlsW6IV4SUU,2014-05,Neutered Male,,Enrolled Deceased,2012-03,,,2023-02,0.0,red
grls5AQUAWSS,2014-05,Neutered Male,2019-05,Enrolled Deceased,2012-03,,,2024-08,1.0,medium golden
grls5KRMWDUU,2014-05,Spayed Female,2015-04,Enrolled Deceased,2012-03,,,2021-08,1.0,medium golden
grls7R3QE5JJ,2014-06,Neutered Male,2014-05,Inactive,2013-08,,2016-05,,0.0,medium golden
grlsY7IIWUU,2014-06,Neutered Male,2014-04,Enrolled,2013-09,,,,0.0,light golden
grlsLXIGOT44,2014-05,Neutered Male,2024-01,Enrolled,2013-06,,,,0.0,light golden
grlsNLCY6W88,2014-06,Neutered Male,2017-10,Enrolled,2013-11,,,,0.0,light golden
grls2RWXEJ,2014-05,Spayed Female,2013-06,Enrolled,2012-11,,,,0.0,blonde
grlsC9UK4ZOO,2014-06,Spayed Female,2014-10,Enrolled,2013-10,,,,0.0,light golden
grlsGIWE111,2014-05,Spayed Female,2013-06,Withdrawn,2012-06,2019-04,,,0.0,light golden
grlsML4B00QQ,2014-05,Spayed Female,2014-10,Enrolled,2013-08,,,,0.0,light golden
grls9GMRJACC,2014-05,Spayed Female,2018-10,Enrolled Deceased,2012-05,,,2021-02,0.0,medium golden
grls3GG6Z3GG,2014-05,Neutered Male,2013-08,Enrolled,2012-12,,,,0.0,dark golden
grls0ZJZZ9OO,2014-05,Intact Male,,Enrolled,2013-11,,,,0.0,dark golden
grlsWY1FMB00,2014-05,Intact Male,,Enrolled Deceased,2013-11,,,2025-01,1.0,medium golden
grls63AIN977,2014-05,Neutered Male,2014-07,Enrolled Deceased,2013-09,,,2023-05,1.0,light golden
grlsB9A55HHH,2014-06,Neutered Male,2013-12,Enrolled,2013-06,,,,0.0,light golden
grlsUAWU14KK,2014-05,Spayed Female,2015-10,Enrolled,2012-11,,,,0.0,light golden
grlsEJ9IV622,2014-06,Intact Male,,Enrolled Deceased,2013-10,,,2023-03,1.0,medium golden
grlsWE2URWMM,2014-05,Spayed Female,2015-12,Enrolled,2012-10,,,,0.0,dark golden
grlsGJF1SXX,2014-06,Spayed Female,2012-11,Enrolled Deceased,2012-05,,,2022-11,1.0,light golden
grls4E3UX6YY,2014-05,Neutered Male,2013-03,Enrolled Deceased,2012-09,,,2024-05,1.0,medium golden
grls2YX0E55,2014-05,Neutered Male,2014-09,Withdrawn,2013-09,2016-04,,,0.0,light golden
grlsU9AK2966,2014-06,Neutered Male,2014-04,Enrolled,2013-10,,,,0.0,medium golden
grlsOQ65UN,2014-06,Intact Male,,Enrolled,2013-07,,,,0.0,red
grlsHNWDKEVV,2014-06,Neutered Male,2014-05,Enrolled Deceased,2013-05,,,2022-08,1.0,light golden
grlsKX8G1OO,2014-05,Neutered Male,2012-12,Enrolled Deceased,2012-05,,,2020-01,1.0,blonde
grlsUOPU11MM,2014-05,Spayed Female,2013-07,Enrolled Deceased,2012-06,,,2023-12,1.0,light golden
grlsJLX9E5CC,2014-05,Spayed Female,2015-01,Enrolled Deceased,2012-10,,,2022-10,0.0,medium golden
grlsKJQXVR88,2014-05,Neutered Male,2013-08,Enrolled,2012-11,,,,0.0,blonde
grlsXWVNQZHH,2014-05,Intact Male,,Enrolled Deceased,2013-10,,,2024-02,1.0,light golden
grlsKJ6GK277,2014-06,Spayed Female,2012-07,Enrolled Deceased,2011-11,,,2015-06,0.0,medium golden
grlsTGJ10066,2014-05,Neutered Male,2013-09,Enrolled Deceased,2012-04,,,2021-08,1.0,light golden
grlsHXFOXYTT,2014-05,Intact Female,,Inactive,2013-10,,2024-04,,0.0,medium golden
grls178QAA,2014-06,Intact Male,,Enrolled,2013-06,,,,0.0,blonde
grlsVGVC9DJJ,2014-05,Spayed Female,2014-03,Enrolled,2013-09,,,,0.0,blonde
grlsTQ9VC111,2014-06,Intact Male,,Enrolled,2013-11,,,,0.0,light golden
grlsECY6GTPP,2014-05,Spayed Female,2015-01,Enrolled Deceased,2013-09,,,2022-03,1.0,light golden
grlsXIZKQHH,2014-05,Intact Female,,Inactive,2012-05,,2024-04,,0.0,red
grls5MTLQQPP,2014-05,Intact Male,,Inactive,2012-05,,2024-04,,0.0,dark golden
grls2IHZPQSS,2014-06,Spayed Female,2014-01,Enrolled,2012-11,,,,0.0,red
grls1WT8URMM,2014-05,Neutered Male,2021-03,Enrolled,2013-04,,,,0.0,medium golden
grlsFCKJOZ11,2014-05,Spayed Female,2013-12,Enrolled Deceased,2013-04,,,2022-04,0.0,dark golden
grlsV6QVAOYY,2014-05,Neutered Male,2017-01,Inactive,2013-07,,2019-07,,0.0,medium golden
grlsD1AOQMM,2014-06,Spayed Female,2013-01,Enrolled Deceased,2012-04,,,2023-09,1.0,medium golden
grlsD9J05XPP,2014-03,Spayed Female,2013-02,Enrolled Deceased,2012-03,,,2022-06,1.0,light golden
grlsWLGLJ5HH,2014-05,Spayed Female,2012-10,Inactive,2012-04,,2018-06,,0.0,light golden
grlsY02BS133,2014-06,Intact Male,,Inactive,2013-10,,2017-06,,0.0,dark golden
grlsC1HM6OYY,2014-06,Spayed Female,2014-07,Inactive,2013-04,,2021-06,,0.0,light golden
grls6K5AV699,2014-06,Spayed Female,2014-04,Enrolled Deceased,2013-10,,,2025-01,0.0,light golden
grlsNXRHVCTT,2014-05,Neutered Male,2014-06,Enrolled,2013-04,,,,0.0,medium golden
grls36KMYA77,2014-05,Neutered Male,2013-04,Enrolled,2012-10,,,,0.0,light golden
grlsGD157RGG,2014-05,Intact Male,,Enrolled Deceased,2013-09,,,2018-08,0.0,red
grlsK1QOHAQQ,2014-05,Neutered Male,2013-04,Enrolled,2012-10,,,,0.0,light golden
grls0VWS5ZPP,2014-06,Spayed Female,2014-11,Enrolled,2013-10,,,,0.0,light golden
grlsZPGQ2BB,2014-05,Neutered Male,2014-07,Enrolled Deceased,2013-05,,,2024-09,1.0,light golden
grls0B5181FF,2014-05,Intact Male,,Enrolled,2013-07,,,,0.0,light golden
grls7DZ7OJBB,2014-05,Neutered Male,2013-11,Enrolled Deceased,2012-10,,,2023-07,1.0,dark golden
grls6197EN,2014-05,Neutered Male,2013-10,Enrolled,2012-11,,,,0.0,blonde
grlsN2EEIKK,2014-05,Intact Female,,Enrolled Deceased,2013-10,,,2020-08,1.0,light golden
grlsSHC102,2014-05,Spayed Female,2014-12,Enrolled Deceased,2013-07,,,2022-08,0.0,light golden
grlsHJ856288,2014-05,Spayed Female,2017-06,Enrolled,2012-05,,,,0.0,light golden
grls4BOQ2H33,2014-05,Neutered Male,2016-02,Enrolled,2013-09,,,,0.0,light golden
grlsJMV70UFF,2014-06,Spayed Female,2016-06,Enrolled,2012-09,,,,0.0,medium golden
grlsGJKUYM66,2014-06,Neutered Male,2014-04,Enrolled Deceased,2012-11,,,2019-06,1.0,medium golden
grlsZ7XH7B66,2014-06,Intact Female,,Inactive,2012-04,,2016-07,,0.0,blonde
grlsJAURBDHH,2014-06,Spayed Female,2018-05,Enrolled Deceased,2013-04,,,2025-01,1.0,light golden
grls1KV74RFF,2014-06,Neutered Male,2014-05,Inactive,2013-10,,2018-08,,0.0,light golden
grlsSJP1SWLL,2014-05,Neutered Male,2013-04,Enrolled Deceased,2012-10,,,2022-01,1.0,light golden
grlsUI65W8ZZ,2014-06,Intact Male,,Enrolled Deceased,2012-05,,,2021-12,1.0,medium golden
grlsALZ9WRII,2014-06,Neutered Male,2015-03,Enrolled Deceased,2012-11,,,2019-07,1.0,medium golden
grlsFIZCSR55,2014-06,Spayed Female,2020-09,Enrolled Deceased,2013-02,,,2024-04,1.0,dark golden
grlsI7NM0MNN,2014-06,Spayed Female,2013-03,Enrolled,2012-06,,,,0.0,dark golden
grlsQJYKPRLL,2014-06,Spayed Female,2022-08,Enrolled,2013-09,,,,0.0,blonde
grlsAWPFNEXX,2014-06,Intact Male,,Enrolled Deceased,2013-05,,,2020-07,1.0,medium golden
grlsN4YA0O33,2014-06,Spayed Female,2019-07,Enrolled Deceased,2012-12,,,2021-04,0.0,light golden
grlsEVTHEN99,2014-06,Spayed Female,2013-12,Enrolled,2013-06,,,,0.0,medium golden
grlsU3OJ2BLL,2014-06,Neutered Male,2014-07,Enrolled,2013-08,,,,0.0,medium golden
grlsX1Q3RTUU,2014-06,Neutered Male,2020-07,Enrolled Deceased,2013-03,,,2023-05,1.0,medium golden
grlsCIKG01XX,2014-06,Spayed Female,2017-03,Enrolled Deceased,2012-07,,,2022-03,1.0,dark golden
grlsR00YVY99,2014-03,Neutered Male,2016-11,Enrolled Deceased,2012-03,,,2021-06,1.0,light golden
grlsTGTS90YY,2014-04,Neutered Male,2014-03,Enrolled,2013-09,,,,0.0,medium golden
grls3S4N0Q33,2014-06,Neutered Male,2013-12,Enrolled Deceased,2013-05,,,2023-06,1.0,medium golden
grlsDLTFLPZZ,2014-06,Neutered Male,2013-10,Enrolled,2013-03,,,,0.0,blonde
grlsQBJO7CKK,2014-06,Spayed Female,2013-07,Withdrawn,2013-01,2024-06,,,0.0,light golden
grls16CFUCUU,2014-06,Intact Female,,Withdrawn,2012-03,2015-03,,,0.0,medium golden
grls03UREW44,2014-06,Spayed Female,2013-10,Enrolled Deceased,2013-04,,,2022-12,1.0,blonde
grlsAWQG9LMM,2014-06,Spayed Female,2013-10,Inactive,2013-04,,2016-06,,0.0,light golden
grlsZFS305DD,2014-06,Spayed Female,2019-05,Inactive,2012-08,,2020-06,,0.0,medium golden
grlsXI5Q71FF,2014-06,Intact Female,,Inactive,2012-05,,2015-02,,0.0,light golden
grlsLJOFHK66,2014-06,Intact Male,,Enrolled Deceased,2013-02,,,2023-05,1.0,dark golden
grlsTHCSW7CC,2014-06,Neutered Male,2019-01,Enrolled Deceased,2013-02,,,2024-02,0.0,light golden
grlsOG8HTSRR,2014-06,Spayed Female,2013-03,Enrolled,2012-10,,,,0.0,blonde
grlsFPJ3QF99,2013-11,Spayed Female,2013-02,Enrolled Deceased,2012-08,,,2024-08,1.0,light golden
grlsTS7JKJ00,2014-06,Spayed Female,2013-02,Enrolled Deceased,2012-06,,,2023-07,1.0,medium golden
grlsEIJTMIAA,2014-06,Neutered Male,2016-08,Enrolled Deceased,2013-04,,,2024-09,1.0,blonde
grls1M7ESVV,2014-06,Spayed Female,2013-09,Inactive,2013-02,,2024-10,,0.0,medium golden
grlsHU8C0ENN,2014-06,Neutered Male,2014-01,Enrolled,2013-01,,,,0.0,blonde
grlsQE71H133,2014-06,Intact Female,,Inactive,2012-02,,2015-04,,0.0,medium golden
grlsWQZI0R77,2014-06,Intact Female,,Inactive,2013-01,,2015-05,,0.0,medium golden
grlsCMF7UEE,2014-06,Intact Male,,Inactive,2012-06,,2016-06,,0.0,light golden
grls0V9DN9FF,2014-06,Spayed Female,2017-06,Enrolled Deceased,2012-09,,,2022-03,1.0,medium golden
grlsEUPFSBEE,2014-06,Neutered Male,2024-02,Enrolled,2011-12,,,,0.0,medium golden
grls5607BI44,2014-06,Intact Male,,Enrolled,2012-11,,,,0.0,medium golden
grlsB375YEHH,2014-03,Neutered Male,2014-08,Inactive,2013-05,,2020-06,,0.0,blonde
grlsJLPUNPII,2014-06,Neutered Male,2012-09,Enrolled Deceased,2011-11,,,2024-03,1.0,light golden
grls4FR04L00,2014-06,Neutered Male,2014-05,Enrolled,2013-04,,,,0.0,light golden
grls3BH9HUCC,2014-06,Spayed Female,2012-12,Enrolled,2012-05,,,,0.0,dark golden
grls6KJTTEWW,2014-06,Spayed Female,2014-10,Enrolled Deceased,2013-08,,,2022-12,1.0,light golden
grls1XIBPR44,2014-06,Spayed Female,2019-04,Enrolled Deceased,2011-10,,,2025-01,1.0,light golden
grlsBYFRP0BB,2014-06,Spayed Female,2019-12,Enrolled,2013-02,,,,0.0,medium golden
grlsDS816Y55,2014-06,Intact Female,,Enrolled Deceased,2011-10,,,2018-04,0.0,light golden
grlsJZMYLXUU,2014-06,Neutered Male,2013-04,Enrolled Deceased,2012-08,,,2021-10,0.0,dark golden
grls661NWWXX,2014-06,Intact Female,,Enrolled,2012-05,,,,0.0,medium golden
grlsUGM42X00,2014-04,Spayed Female,2019-01,Enrolled Deceased,2013-02,,,2022-10,1.0,medium golden
grlsFR0X5ZZ,2014-04,Neutered Male,,Enrolled Deceased,2012-11,,,2024-12,1.0,medium golden
grlsTLHX4DRR,2014-06,Spayed Female,2014-06,Enrolled Deceased,2013-11,,,2024-05,0.0,light golden
grlsXTMN5VEE,2014-06,Spayed Female,2015-01,Enrolled,2013-11,,,,0.0,light golden
grlsEYVSH5DD,2014-06,Spayed Female,2013-01,Enrolled Deceased,2012-07,,,2024-01,1.0,light golden
grls36J0POXX,2014-06,Spayed Female,2014-10,Enrolled Deceased,2013-09,,,2022-11,0.0,light golden
grlsCIN38MFF,2014-05,Neutered Male,2013-07,Enrolled,2013-02,,,,0.0,light golden
grlsY3XUGPQQ,2014-06,Spayed Female,2014-12,Enrolled,2012-10,,,,0.0,medium golden
grlsHPTRZVGG,2014-06,Spayed Female,2014-06,Enrolled,2013-11,,,,0.0,dark golden
grls3LNZCJ77,2014-06,Intact Male,,Enrolled,2013-09,,,,0.0,light golden
grlsUKMB15HH,2014-06,Spayed Female,2020-06,Enrolled,2013-06,,,,0.0,light golden
grlsHG5JV933,2014-06,Spayed Female,2013-03,Enrolled Deceased,2012-10,,,2023-10,0.0,medium golden
grlsTP5ZIEHH,2014-06,Neutered Male,2015-01,Inactive,2012-06,,2016-06,,0.0,blonde
grlsSFUEOB22,2014-06,Spayed Female,2014-04,Inactive,2013-10,,2017-02,,0.0,blonde
grlsAV8T0BGG,2014-06,Neutered Male,2014-02,Inactive,2013-07,,2021-07,,0.0,dark golden
grlsZUX4Q9XX,2014-06,Neutered Male,2014-04,Enrolled Deceased,2013-10,,,2023-04,1.0,blonde
grls3YOQ0X33,2014-06,Intact Female,,Inactive,2013-10,,2018-06,,0.0,red
grlsP4UM4RBB,2014-06,Intact Female,,Enrolled Deceased,2012-05,,,2022-12,0.0,medium golden
grlsSAH71P66,2014-06,Spayed Female,2017-12,Enrolled Deceased,2012-03,,,2021-11,0.0,light golden
grlsRCOJH033,2014-06,Spayed Female,2022-07,Enrolled Deceased,2013-10,,,2022-09,1.0,light golden
grlsXBF62NFF,2014-06,Spayed Female,2014-02,Enrolled Deceased,2013-06,,,2024-09,1.0,medium golden
grls8P7Z4RUU,2014-06,Neutered Male,2014-01,Enrolled Deceased,2013-06,,,2020-10,0.0,light golden
grlsI32KYAEE,2014-06,Spayed Female,2014-12,Enrolled Deceased,2013-10,,,2022-11,1.0,light golden
grls1CTSI5XX,2014-06,Neutered Male,2013-06,Enrolled Deceased,2012-11,,,2019-05,0.0,dark golden
grlsF9UDZVFF,2014-06,Intact Male,,Enrolled Deceased,2013-05,,,2023-07,0.0,light golden
grls988OLG66,2014-06,Neutered Male,2014-03,Enrolled,2013-08,,,,0.0,medium golden
grls4EIELLL,2014-06,Spayed Female,2015-02,Enrolled Deceased,2013-11,,,2018-08,0.0,light golden
grlsCDYP41YY,2014-06,Neutered Male,2015-04,Withdrawn,2013-10,2023-06,,,0.0,light golden
grlsZJU5H900,2014-06,Spayed Female,2013-08,Withdrawn,2013-02,2020-03,,,0.0,medium golden
grlsXWCBVG66,2014-06,Spayed Female,2014-04,Enrolled,2013-08,,,,0.0,light golden
grlsDBAQYDVV,2014-06,Neutered Male,2013-06,Inactive,2013-01,,2018-04,,0.0,dark golden
grlsH6W309DD,2014-06,Spayed Female,2013-06,Enrolled Deceased,2012-12,,,2022-09,1.0,light golden
grls33RM84SS,2014-06,Spayed Female,2014-03,Enrolled,2013-09,,,,0.0,medium golden
grlsE63P8INN,2014-06,Neutered Male,2014-06,Enrolled Deceased,2013-07,,,2020-07,1.0,dark golden
grls4NJPKUQQ,2014-06,Intact Male,,Enrolled,2012-07,,,,0.0,medium golden
grls4QHNBV77,2014-06,Spayed Female,2024-01,Enrolled,2012-06,,,,0.0,red
grls2DSSXN44,2014-06,Intact Female,,Inactive,2013-07,,2018-07,,0.0,blonde
grlsIPOJG8FF,2014-04,Neutered Male,2013-04,Inactive,2012-12,,2016-02,,0.0,medium golden
grls007MPNZZ,2014-06,Neutered Male,2013-12,Enrolled,2013-03,,,,0.0,blonde
grls93YZYLDD,2014-06,Neutered Male,2013-10,Enrolled,2013-05,,,,0.0,medium golden
grls2J70PRFF,2014-06,Spayed Female,2017-07,Enrolled Deceased,2012-06,,,2023-03,0.0,light golden
grls2BX4WH88,2014-06,Spayed Female,2018-10,Enrolled,2013-01,,,,0.0,light golden
grlsU8WU81SS,2014-06,Spayed Female,2015-09,Enrolled Deceased,2013-08,,,2022-01,1.0,blonde
grlsNG8DLWBB,2014-06,Spayed Female,2019-02,Enrolled,2012-04,,,,0.0,light golden
grlsHZFJDBB,2014-06,Neutered Male,2013-08,Enrolled Deceased,2013-03,,,2022-04,1.0,light golden
grlsTGQMBL11,2014-06,Intact Female,,Enrolled Deceased,2013-05,,,2020-06,0.0,blonde
grls17BSWSYY,2014-06,Intact Male,,Withdrawn,2013-06,2025-02,,,0.0,light golden
grlsQY72IOII,2014-06,Neutered Male,2018-02,Enrolled,2013-08,,,,0.0,light golden
grlsEZHMQWW,2014-06,Neutered Male,2014-02,Enrolled Deceased,2013-08,,,2022-09,1.0,light golden
grlsBDU9RMRR,2014-06,Spayed Female,2021-01,Enrolled Deceased,2013-10,,,2022-09,1.0,light golden
grlsEO0CKZGG,2014-06,Neutered Male,2015-09,Enrolled,2013-10,,,,0.0,light golden
grls0PXYZ6BB,2014-06,Intact Male,,Enrolled Deceased,2013-01,,,2024-07,0.0,dark golden
grlsW9QLX0GG,2014-06,Neutered Male,2013-05,Enrolled Deceased,2012-11,,,2023-10,0.0,light golden
grls0D3MFXFF,2014-06,Spayed Female,2013-11,Enrolled,2013-06,,,,0.0,medium golden
grls56OU2P,2014-06,Intact Female,,Inactive,2013-11,,2024-06,,0.0,dark golden
grls2GP8NDYY,2014-06,Spayed Female,2013-06,Enrolled Deceased,2012-07,,,2022-03,0.0,light golden
grlsVB5WJNDD,2014-06,Spayed Female,2013-04,Enrolled,2013-02,,,,0.0,light golden
grlsNZDLYSZZ,2014-06,Spayed Female,2014-05,Inactive,2013-12,,2018-06,,0.0,dark golden
grlsHJYIUGLL,2014-06,Intact Male,,Enrolled Deceased,2013-01,,,2024-02,0.0,light golden
grlsBATASH11,2014-06,Neutered Male,2014-06,Enrolled,2013-07,,,,0.0,blonde
grlsSCM2C99,2014-06,Spayed Female,2012-09,Enrolled Deceased,2012-02,,,2016-09,0.0,medium golden
grlsI5PDR7NN,2014-06,Neutered Male,2014-06,Enrolled Deceased,2012-11,,,2022-05,1.0,blonde
grlsE08DY6PP,2014-06,Spayed Female,2013-11,Enrolled Deceased,2013-06,,,2024-09,0.0,light golden
grlsTETO34MM,2014-06,Intact Male,,Inactive,2013-04,,2018-04,,0.0,medium golden
grlsZOEDOO55,2014-06,Spayed Female,2014-06,Enrolled,2013-11,,,,0.0,light golden
grlsI91FWL00,2014-06,Intact Male,,Enrolled Deceased,2013-01,,,2024-02,1.0,blonde
grlsICXYCNUU,2014-06,Neutered Male,2015-02,Enrolled Deceased,2013-11,,,2023-07,1.0,light golden
grls9ZT06ZLL,2014-06,Spayed Female,2014-04,Enrolled,2013-10,,,,0.0,light golden
grlsZ0DXVXEE,2014-06,Neutered Male,2014-02,Inactive,2013-06,,2017-05,,0.0,medium golden
grlsGPTN4VUU,2014-06,Spayed Female,2013-10,Enrolled Deceased,2013-03,,,2023-09,1.0,light golden
grlsEBWSTBVV,2014-06,Spayed Female,2013-06,Inactive,2013-03,,2017-05,,0.0,light golden
grlsGL9S86MM,2014-06,Spayed Female,2013-11,Enrolled Deceased,2012-06,,,2018-08,0.0,medium golden
grls3GUOWNLL,2014-06,Neutered Male,2014-06,Enrolled,2013-05,,,,0.0,red
grlsT6SB8CC,2014-06,Spayed Female,2018-03,Enrolled Deceased,2012-09,,,2023-02,1.0,light golden
grlsZNOI1B99,2014-06,Spayed Female,2014-01,Enrolled,2013-05,,,,0.0,blonde
grlsXRNLTNMM,2014-06,Spayed Female,2013-11,Enrolled Deceased,2013-06,,,2019-11,0.0,dark golden
grls2ME5U9UU,2014-06,Intact Female,,Inactive,2012-07,,2015-07,,0.0,light golden
grlsPQQI36SS,2014-05,Spayed Female,2019-12,Enrolled Deceased,2013-01,,,2023-10,0.0,red
grlsM1KYBISS,2014-06,Neutered Male,2017-02,Enrolled,2012-11,,,,0.0,medium golden
grls297D39BB,2014-06,Spayed Female,2013-11,Enrolled,2012-11,,,,0.0,light golden
grlsQG8YIVYY,2014-06,Spayed Female,2014-04,Enrolled Deceased,2013-09,,,2020-06,0.0,medium golden
grlsZO8JN6BB,2014-06,Spayed Female,2015-06,Enrolled,2013-11,,,,0.0,light golden
grls7HU5QE00,2014-07,Intact Female,,Withdrawn,2013-09,2015-04,,,0.0,blonde
grls459NK455,2014-07,Intact Female,,Withdrawn,2013-05,2015-04,,,0.0,medium golden
grlsTE9FC4FF,2014-06,Neutered Male,2015-03,Enrolled,2013-11,,,,0.0,light golden
grlsTFWJGUWW,2014-05,Intact Male,,Enrolled Deceased,2012-11,,,2021-03,1.0,medium golden
grls0OENGRDD,2014-06,Neutered Male,2015-07,Enrolled Deceased,2013-12,,,2020-07,0.0,light golden
grlsJWMH29EE,2014-06,Neutered Male,2014-08,Enrolled Deceased,2013-03,,,2023-11,1.0,light golden
grls3PGST4EE,2014-07,Neutered Male,2013-12,Enrolled Deceased,2012-07,,,2018-07,1.0,light golden
grlsC8TTG8NN,2014-06,Spayed Female,2020-04,Enrolled Deceased,2013-07,,,2024-07,0.0,dark golden
grls8PUQHOCC,2014-07,Neutered Male,2022-08,Enrolled Deceased,2012-05,,,2023-07,1.0,light golden
grlsAI1I3YY,2013-12,Spayed Female,2012-03,Enrolled Deceased,2011-11,,,2023-08,1.0,blonde
grls4NY92R33,2014-07,Intact Male,,Enrolled,2013-04,,,,0.0,light golden
grlsQO79PZ99,2014-07,Spayed Female,,Enrolled Deceased,2013-09,,,2024-03,0.0,red
grlsSIUOU188,2014-04,Neutered Male,,Enrolled Deceased,2013-05,,,2023-07,1.0,blonde
grlsKFBMOM22,2014-07,Neutered Male,2015-04,Enrolled Deceased,2013-11,,,2024-12,1.0,light golden
grlsV9DNUX00,2014-07,Neutered Male,2013-03,Enrolled Deceased,2012-06,,,2018-01,1.0,light golden
grlsOLFTEORR,2014-07,Neutered Male,2013-05,Enrolled Deceased,2013-01,,,2024-08,1.0,medium golden
grlsWBV248AA,2014-06,Intact Female,,Withdrawn,2012-04,2019-07,,,0.0,medium golden
grlsZDNNLXDD,2014-06,Neutered Male,2012-06,Inactive,2011-11,,2017-03,,0.0,light golden
grls9DPP0XEE,2014-06,Neutered Male,2013-05,Enrolled Deceased,2012-10,,,2023-02,0.0,red
grls4B6MVFSS,2014-06,Spayed Female,2013-12,Enrolled Deceased,2013-05,,,2021-05,0.0,light golden
grlsGU5BXPDD,2014-07,Neutered Male,2013-10,Enrolled Deceased,2013-02,,,2024-04,1.0,light golden
grlsBXN6UF55,2014-07,Spayed Female,2013-11,Enrolled Deceased,2012-11,,,2024-01,1.0,blonde
grlsJ4UVD6FF,2014-06,Spayed Female,2013-12,Enrolled,2013-06,,,,0.0,red
