subject_id,enrolled_date,sex_status,spay_neuter_date,study_status,birth_date,withdrawn_date,inactive_date,death_date,is_euthanized,coat_color
grlsKLCB9Q55,2014-07,Neutered Male,2013-08,Enrolled,2012-10,,,,0.0,dark golden
grlsI4LJT3ZZ,2014-07,Intact Female,,Inactive,2012-05,,2024-10,,0.0,light golden
grls0HJ94YAA,2014-07,Spayed Female,2014-12,Enrolled,2012-11,,,,0.0,blonde
grlsLWNTFXTT,2014-07,Neutered Male,2014-12,Enrolled,2013-12,,,,0.0,light golden
grlsS1MBLX,2014-07,Intact Female,,Enrolled Deceased,2012-12,,,2019-05,0.0,medium golden
grls7I2V5P33,2014-07,Spayed Female,2012-12,Enrolled,2012-07,,,,0.0,medium golden
grlsP8D4P7FF,2014-07,Neutered Male,2013-11,Enrolled,2012-07,,,,0.0,medium golden
grlsVP2MB000,2014-07,Neutered Male,2014-06,Enrolled Deceased,2013-08,,,2019-08,0.0,medium golden
grlsDA01X5MM,2014-07,Spayed Female,2013-01,Enrolled,2012-07,,,,0.0,medium golden
grls8GO0ZMDD,2014-07,Neutered Male,2013-02,Enrolled Deceased,2012-11,,,2023-08,0.0,light golden
grlsEM8W2TCC,2014-06,Spayed Female,2014-11,Enrolled Deceased,2013-10,,,2020-10,0.0,light golden
grls8QSN40NN,2014-07,Spayed Female,2013-03,Enrolled Deceased,2012-09,,,2022-12,1.0,medium golden
grlsF2UFEXHH,2014-07,Neutered Male,2014-01,Enrolled Deceased,2012-07,,,2022-02,0.0,medium golden
grlsC78EUT77,2014-07,Intact Male,,Enrolled Deceased,2012-05,,,2019-12,1.0,light golden
grls61OSN6II,2014-07,Neutered Male,2015-08,Inactive,2013-08,,2017-03,,0.0,medium golden
grls9MVBHSII,2014-07,Spayed Female,2013-06,Enrolled,2012-06,,,,0.0,blonde
grlsZNKR2HEE,2014-07,Neutered Male,2014-03,Enrolled Deceased,2013-04,,,2021-02,0.0,light golden
grlsDRI8OU00,2014-07,Spayed Female,2015-04,Enrolled,2013-03,,,,0.0,dark golden
grls4P20GZ55,2014-07,Spayed Female,2020-08,Enrolled,2013-10,,,,0.0,light golden
grls4NJZP088,2014-07,Spayed Female,2019-07,Enrolled,2013-07,,,,0.0,light golden
grlsEHOFY2PP,2014-07,Neutered Male,2017-06,Enrolled,2012-07,,,,0.0,light golden
grlsDORNMC00,2014-07,Intact Female,,Enrolled Deceased,2013-10,,,2024-05,1.0,medium golden
grlsSHC7JKGG,2014-07,Intact Male,,Enrolled,2012-05,,,,0.0,light golden
grls4VHMSUTT,2014-07,Neutered Male,2014-01,Enrolled Deceased,2013-04,2019-06,,2025-01,1.0,blonde
grlsY3EHL211,2014-07,Spayed Female,2014-06,Enrolled Deceased,2012-10,,,2024-07,1.0,blonde
grlsOHMRFTVV,2014-07,Neutered Male,2017-07,Enrolled Deceased,2013-05,,,2024-12,0.0,red
grls2YYUN6XX,2014-07,Neutered Male,2016-01,Enrolled,2013-12,,,,0.0,medium golden
grlsDP2SGJ,2014-07,Neutered Male,2014-12,Enrolled Deceased,2013-02,,,2023-10,1.0,light golden
grlsI177HBBB,2014-07,Spayed Female,2016-09,Enrolled,2013-09,,,,0.0,light golden
grlsE71JILHH,2014-07,Spayed Female,2019-07,Enrolled Deceased,2013-03,,,2022-02,1.0,light golden
grls45ZNH300,2014-03,Neutered Male,2014-12,Inactive,2012-12,,2021-07,,0.0,blonde
grls6I33D5LL,2014-07,Neutered Male,2014-01,Enrolled Deceased,2013-01,,,2023-04,1.0,light golden
grlsE9J2YZTT,2014-07,Neutered Male,2014-12,Enrolled Deceased,2013-09,,,2024-05,1.0,dark golden
grlsS04MN22,2014-07,Neutered Male,2014-06,Enrolled,2013-11,,,,0.0,light golden
grls3OP52Z33,2014-07,Neutered Male,2014-06,Inactive,2013-10,,2019-07,,0.0,light golden
grlsE0OXG9PP,2014-07,Intact Male,,Enrolled Deceased,2013-06,,,2020-11,1.0,light golden
grlsRVNP96HH,2014-07,Intact Female,,Withdrawn,2013-03,2021-05,,,0.0,dark golden
grlsTJBCRIUU,2014-07,Spayed Female,2014-04,Enrolled Deceased,2013-02,,,2023-12,1.0,light golden
grls7XOQ9LBB,2014-07,Spayed Female,2014-03,Inactive,2013-09,,2016-06,,0.0,blonde
grls4EVQSLTT,2014-07,Intact Male,,Enrolled Deceased,2012-07,,,2024-04,1.0,light golden
grlsKYFC2IPP,2014-07,Spayed Female,2013-05,Enrolled Deceased,2012-12,,,2022-08,1.0,light golden
grls3LH13433,2014-07,Neutered Male,2014-07,Enrolled Deceased,2013-06,,,2020-07,0.0,dark golden
grls8JLHU1WW,2014-07,Spayed Female,2021-07,Enrolled,2013-12,,,,0.0,medium golden
grlsXATQKQLL,2014-07,Neutered Male,,Enrolled Deceased,2012-12,,,2022-12,0.0,medium golden
grlsASIGJBXX,2014-07,Spayed Female,2012-11,Enrolled,2012-07,,,,0.0,medium golden
grls7J2S3MM,2014-07,Spayed Female,2014-02,Enrolled,2013-08,,,,0.0,light golden
grlsEF3EEUVV,2014-07,Neutered Male,2012-10,Enrolled,2012-03,,,,0.0,blonde
grlsZW6L5W33,2014-07,Spayed Female,2015-07,Enrolled,2014-01,,,,0.0,dark golden
grlsUTLWXLSS,2014-07,Neutered Male,2012-09,Enrolled Deceased,2012-04,,,2024-08,1.0,light golden
grls50E5H8LL,2014-07,Spayed Female,2015-01,Enrolled,2013-10,,,,0.0,light golden
grlsEUP75WW,2014-07,Spayed Female,2014-03,Enrolled Deceased,2013-10,,,2021-04,1.0,blonde
grls0HAV8G99,2014-07,Spayed Female,2013-09,Enrolled Deceased,2012-08,,,2022-01,1.0,blonde
grls3P6PGK44,2014-07,Neutered Male,2015-11,Enrolled,2013-11,,,,0.0,medium golden
grlsTTQ7Y3TT,2014-07,Spayed Female,2023-10,Enrolled,2013-10,,,,0.0,blonde
grlsO9O3O866,2014-06,Neutered Male,2013-04,Enrolled Deceased,2012-03,,,2021-03,1.0,light golden
grlsQQ8ZEH66,2014-07,Spayed Female,2014-02,Enrolled Deceased,2013-03,,,2024-04,1.0,light golden
grls2WLM3RII,2014-07,Neutered Male,2014-02,Enrolled Deceased,2013-03,,,2024-06,0.0,light golden
grlsFIKPBYOO,2014-07,Intact Male,,Inactive,2013-09,,2021-06,,0.0,light golden
grls81EERCKK,2014-07,Intact Male,,Inactive,2013-12,,2015-07,,0.0,light golden
grls4ZTLI2JJ,2014-07,Intact Male,,Enrolled Deceased,2012-08,,,2021-11,1.0,light golden
grls9HL5S11,2014-07,Spayed Female,2017-09,Enrolled Deceased,2012-01,,,2019-05,0.0,medium golden
grls5BABNOXX,2014-07,Spayed Female,2013-09,Enrolled,2013-04,,,,0.0,dark golden
grlsFN129W66,2014-07,Neutered Male,2015-08,Inactive,2013-05,,2015-08,,0.0,blonde
grls81TX7QQQ,2014-07,Spayed Female,2013-09,Enrolled Deceased,2013-03,,,2023-11,0.0,medium golden
grlsTVZEIK77,2014-07,Spayed Female,2014-04,Enrolled,2013-08,,,,0.0,light golden
grls8G7GBZ88,2014-07,Spayed Female,2014-03,Enrolled,2013-09,,,,0.0,blonde
grlsHMI6LJKK,2014-07,Spayed Female,2014-10,Enrolled Deceased,2012-03,,,2024-08,0.0,light golden
grlsHOYLOKSS,2014-07,Neutered Male,2015-02,Enrolled,2013-12,,,,0.0,dark golden
grlsMH6Q1UZZ,2014-06,Intact Female,,Enrolled Deceased,2013-05,,,2017-03,0.0,blonde
grlsXFDWADD,2014-07,Spayed Female,2020-01,Enrolled,2012-08,,,,0.0,medium golden
grlsMTFZ444,2014-07,Spayed Female,2012-11,Enrolled Deceased,2012-04,,,2021-03,0.0,medium golden
grlsYMPXIF22,2014-07,Intact Female,,Inactive,2013-12,,2017-08,,0.0,light golden
grlsKWNYE7JJ,2014-07,Spayed Female,2014-09,Inactive,2013-03,,2019-07,,0.0,light golden
grlsF2UZT400,2014-07,Neutered Male,2014-07,Enrolled Deceased,2013-09,,,2022-01,1.0,light golden
grlsGLICPPP,2014-07,Neutered Male,2014-06,Inactive,2013-10,,2015-06,,0.0,dark golden
grls3726GINN,2014-07,Neutered Male,2014-10,Inactive,2013-10,,2015-08,,0.0,medium golden
grls1EC3TN00,2014-07,Intact Male,,Withdrawn,2013-09,2016-07,,,0.0,light golden
grls4GNX6ZRR,2014-07,Neutered Male,2014-01,Enrolled,2013-05,,,,0.0,light golden
grls7LU6VQWW,2014-07,Neutered Male,2014-02,Withdrawn,2013-07,2016-09,,,0.0,blonde
grlsBKWLR0SS,2014-07,Intact Female,,Enrolled Deceased,2013-12,,,2024-09,0.0,light golden
grlsFKMMUW55,2014-07,Neutered Male,2013-09,Enrolled Deceased,2012-08,,,2023-12,1.0,blonde
grlsJX4I57SS,2014-07,Neutered Male,2015-05,Enrolled Deceased,2013-11,2015-05,,2021-04,1.0,light golden
grlsHHXWQ5DD,2014-07,Neutered Male,2016-04,Enrolled,2013-09,,,,0.0,light golden
grlsYDU6FUQQ,2014-07,Neutered Male,2013-11,Enrolled Deceased,2013-05,,,2024-05,1.0,light golden
grls8R0VZMGG,2014-07,Spayed Female,2014-12,Enrolled Deceased,2013-11,,,2022-04,0.0,medium golden
grls1THP76HH,2014-07,Neutered Male,2017-01,Enrolled Deceased,2012-04,,,2024-09,1.0,medium golden
grlsYNEV51II,2014-07,Spayed Female,2014-06,Inactive,2013-12,,2017-08,,0.0,blonde
grlsQF6BJEQQ,2014-07,Neutered Male,2013-12,Enrolled,2013-05,,,,0.0,light golden
grlsOHBXQP,2014-07,Intact Female,,Inactive,2012-09,,2024-07,,0.0,medium golden
grlsYC8X8C11,2014-07,Neutered Male,2014-04,Enrolled Deceased,2013-08,,,2024-05,1.0,medium golden
grlsTY2H1AEE,2014-07,Neutered Male,2014-11,Enrolled Deceased,2013-10,,,2024-03,1.0,light golden
grlsUUTRROII,2014-07,Spayed Female,2013-12,Enrolled,2013-05,,,,0.0,light golden
grlsEF0ETCRR,2014-07,Spayed Female,2014-07,Enrolled,2013-11,,,,0.0,medium golden
grlsU5XQQK22,2014-05,Spayed Female,2013-08,Inactive,2013-03,,2020-05,,0.0,blonde
grlsKPFOP8UU,2014-07,Neutered Male,2015-02,Enrolled Deceased,2013-12,,,2023-11,1.0,light golden
grlsCO33X566,2014-07,Neutered Male,2014-01,Enrolled Deceased,2013-05,,,2022-12,0.0,dark golden
grlsQJ5OE0HH,2014-07,Spayed Female,2014-03,Enrolled Deceased,2013-04,,,2024-07,1.0,light golden
grlsJ1FE9FEE,2014-07,Spayed Female,2016-03,Enrolled Deceased,2013-01,,,2023-11,1.0,light golden
grlsNPPTHR66,2014-07,Neutered Male,2013-07,Enrolled Deceased,2013-02,,,2023-12,1.0,blonde
grls4C1T7Q55,2014-07,Neutered Male,2015-08,Inactive,2013-10,,2017-06,,0.0,medium golden
grls9ZZR7ZGG,2014-07,Spayed Female,2014-10,Enrolled,2013-03,,,,0.0,light golden
grlsMQM8JPPP,2014-07,Spayed Female,2018-01,Inactive,2013-06,,2018-04,,0.0,light golden
grls8TUR3477,2014-07,Neutered Male,2014-12,Enrolled Deceased,2013-06,,,2021-03,1.0,light golden
grlsLJDEKJ44,2014-07,Intact Male,,Enrolled,2012-05,,,,0.0,medium golden
grls2KOUK9KK,2014-07,Neutered Male,2015-10,Enrolled,2013-09,,,,0.0,light golden
grlsVN3MJIYY,2014-07,Neutered Male,2023-07,Enrolled,2012-04,,,,0.0,light golden
grlsT9MN8IJJ,2014-07,Neutered Male,2012-12,Enrolled,2012-08,,,,0.0,dark golden
grlsBHCN3VPP,2014-07,Intact Male,,Inactive,2012-12,,2025-01,,0.0,blonde
grlsG6X3QR22,2014-07,Spayed Female,2013-08,Enrolled,2013-01,,,,0.0,medium golden
grlsSA1TUEEE,2014-07,Neutered Male,2015-06,Enrolled Deceased,2013-10,,,2024-05,0.0,light golden
grlsTKCRI2OO,2014-07,Neutered Male,2014-08,Enrolled,2013-12,,,,0.0,light golden
grls3L9KKWDD,2014-07,Intact Male,,Withdrawn,2012-12,2017-08,,,0.0,blonde
grlsX3RHMZXX,2014-07,Spayed Female,2013-09,Enrolled,2013-05,,,,0.0,blonde
grlsJTVXY4PP,2014-07,Neutered Male,2015-05,Enrolled Deceased,2013-11,,,2023-11,0.0,light golden
grls4SK5P4OO,2014-07,Spayed Female,2021-05,Enrolled,2013-12,,,,0.0,medium golden
grlsAIB7LTHH,2014-07,Spayed Female,2014-05,Enrolled Deceased,2013-07,,,2021-11,0.0,light golden
grlsP2Y0WRFF,2014-07,Spayed Female,2014-01,Enrolled Deceased,2013-01,,,2022-08,1.0,blonde
grls9294K8BB,2014-07,Spayed Female,2021-07,Enrolled Deceased,2013-08,,,2024-07,0.0,medium golden
grlsS5QXUI22,2014-07,Neutered Male,2013-06,Inactive,2013-02,,2019-07,,0.0,blonde
grlsY2FM1GBB,2014-07,Neutered Male,2015-03,Enrolled Deceased,2012-10,,,2022-05,1.0,medium golden
grlsY5DTE6JJ,2014-07,Spayed Female,2012-10,Enrolled Deceased,2012-04,,,2022-07,0.0,blonde
grls94MT90BB,2014-07,Spayed Female,2018-06,Enrolled Deceased,2013-11,,,2023-05,0.0,light golden
grlsVBZCK688,2014-07,Neutered Male,2014-03,Enrolled,2012-07,,,,0.0,medium golden
grls5V8XKYGG,2014-07,Neutered Male,2015-07,Enrolled,2014-01,,,,0.0,light golden
grlsN717FOBB,2014-07,Neutered Male,2014-04,Inactive,2013-08,,2017-06,,0.0,light golden
grlsU418VXKK,2014-08,Intact Female,,Inactive,2013-12,,2015-07,,0.0,light golden
grls9N307L55,2014-07,Intact Male,,Enrolled Deceased,2013-05,,,2016-02,1.0,medium golden
grlsXINS7GTT,2014-08,Neutered Male,2015-11,Enrolled,2013-06,,,,0.0,red
grlsP8NTPTT,2014-08,Spayed Female,2013-04,Enrolled Deceased,2012-11,,,2014-08,0.0,blonde
grlsT9IMZ5JJ,2014-08,Spayed Female,2017-06,Enrolled,2013-06,,,,0.0,dark golden
grls2G4XIHWW,2014-07,Spayed Female,2013-08,Enrolled Deceased,2013-02,,,2023-04,1.0,blonde
grls67H66GG,2014-08,Neutered Male,2015-11,Enrolled,2013-10,,,,0.0,blonde
grlsG41VHJBB,2014-08,Spayed Female,2013-08,Enrolled Deceased,2012-07,,,2021-10,1.0,light golden
grlsDQ3FPGWW,2014-08,Neutered Male,2015-02,Enrolled,2013-12,,,,0.0,medium golden
grlsJ9D617PP,2014-08,Spayed Female,2014-07,Enrolled,2013-06,,,,0.0,blonde
grls1VSY5OVV,2014-08,Neutered Male,2013-01,Enrolled,2012-08,,,,0.0,medium golden
grlsIN74W0UU,2014-07,Neutered Male,2015-03,Enrolled,2013-11,,,,0.0,medium golden
grlsA5ZQQLJJ,2014-08,Spayed Female,2014-04,Enrolled,2013-09,,,,0.0,dark golden
grls18Y45LVV,2014-07,Intact Male,,Inactive,2013-06,,2024-07,,0.0,blonde
grlsLX1TK8RR,2014-08,Neutered Male,2023-02,Enrolled,2013-03,,,,0.0,light golden
grlsPJVPX6LL,2014-07,Intact Male,,Enrolled Deceased,2012-02,,,2020-09,0.0,light golden
grls0YYYJPBB,2014-08,Spayed Female,2013-09,Enrolled Deceased,2013-03,,,2021-12,1.0,medium golden
grlsWQPE5BJJ,2014-08,Spayed Female,2015-04,Enrolled,2013-03,,,,0.0,light golden
grls2D262CUU,2014-08,Spayed Female,2018-10,Enrolled,2013-11,,,,0.0,blonde
grlsDGBTDGEE,2014-07,Spayed Female,2013-02,Enrolled,2012-08,,,,0.0,light golden
grlsR78LJZ44,2014-07,Neutered Male,2016-11,Enrolled,2013-12,,,,0.0,light golden
grlsH819NCC,2014-08,Intact Male,,Inactive,2013-11,,2020-01,,0.0,light golden
grlsP90RNOJJ,2014-08,Spayed Female,2013-05,Enrolled Deceased,2012-03,,,2020-09,1.0,medium golden
grlsNJEU1XDD,2014-07,Spayed Female,2014-01,Enrolled,2012-12,,,,0.0,light golden
grlsP17EHTZZ,2014-08,Intact Male,,Inactive,2014-01,,2015-09,,0.0,dark golden
grlsD8OGRRDD,2014-08,Spayed Female,2014-11,Enrolled,2013-11,,,,0.0,light golden
grlsYNELU2LL,2014-08,Spayed Female,2015-01,Enrolled,2013-11,,,,0.0,dark golden
grls4XBHFRDD,2014-08,Neutered Male,2015-06,Enrolled Deceased,2013-12,,,2023-06,1.0,medium golden
grls7EYMKCMM,2014-08,Spayed Female,2018-06,Enrolled,2013-12,,,,0.0,medium golden
grlsOOOI48YY,2014-07,Spayed Female,2014-08,Enrolled Deceased,2012-08,,,2022-06,1.0,medium golden
grlsDNITGKFF,2014-08,Spayed Female,2019-06,Enrolled Deceased,2012-05,,,2021-09,0.0,light golden
grlsMJNZJKDD,2014-08,Intact Male,,Enrolled Deceased,2012-12,,,2022-01,1.0,light golden
grls4THCKBII,2014-08,Spayed Female,2016-08,Withdrawn,2013-11,2016-12,,,0.0,medium golden
grls1G2OMPTT,2014-07,Spayed Female,2013-11,Enrolled,2013-01,,,,0.0,light golden
grlsBT5OGSHH,2014-08,Spayed Female,2014-06,Enrolled,2013-11,,,,0.0,light golden
grlsLWV4E5QQ,2014-08,Neutered Male,2024-04,Enrolled Deceased,2013-11,,,2025-01,0.0,light golden
grlsIGPYD4ZZ,2014-07,Spayed Female,2020-04,Enrolled,2013-12,,,,0.0,medium golden
grlsCUVRYMPP,2014-07,Neutered Male,2013-11,Enrolled Deceased,2012-08,,,2022-02,1.0,light golden
grlsCK0ZKIOO,2014-07,Spayed Female,2014-01,Enrolled Deceased,2013-02,,,2022-04,1.0,dark golden
grlsIL8LVK99,2014-08,Neutered Male,2014-11,Enrolled Deceased,2013-04,,,2022-11,1.0,light golden
grlsBANWX1MM,2014-08,Neutered Male,2014-12,Enrolled Deceased,2012-10,,,2021-10,0.0,dark golden
grlsGXI98U11,2014-07,Neutered Male,2014-07,Enrolled,2013-07,,,,0.0,light golden
grls9V2Q8BSS,2014-08,Spayed Female,2014-02,Enrolled,2013-05,,,,0.0,red
grls1U964W33,2014-07,Neutered Male,2014-11,Enrolled Deceased,2013-12,,,2023-09,1.0,medium golden
grls7FLU3VQQ,2014-08,Neutered Male,2015-02,Enrolled Deceased,2013-11,,,2023-08,1.0,light golden
grlsUJLQ5OSS,2014-08,Spayed Female,2013-12,Enrolled Deceased,2013-04,,,2024-02,1.0,dark golden
grlsT4M7GGFF,2014-08,Neutered Male,2015-05,Enrolled,2013-06,,,,0.0,medium golden
grlsOJ10YCSS,2014-08,Spayed Female,2013-11,Enrolled,2013-06,,,,0.0,light golden
grlsJZ2T2EKK,2014-08,Neutered Male,2018-06,Enrolled,2013-12,,,,0.0,light golden
grlsTS0IN499,2014-08,Spayed Female,2013-05,Inactive,2012-10,,2019-09,,0.0,blonde
grlsAMLDQK88,2014-08,Spayed Female,2014-02,Enrolled,2013-06,,,,0.0,medium golden
grlsS4G6BC66,2014-08,Intact Male,,Inactive,2012-08,,2019-07,,0.0,dark golden
grls9EQB4555,2014-08,Neutered Male,2013-06,Enrolled,2012-08,,,,0.0,light golden
grlsUC0R7HMM,2014-08,Spayed Female,2012-08,Enrolled Deceased,2012-04,,,2024-04,1.0,blonde
grlsSD91L8VV,2014-08,Spayed Female,2014-02,Enrolled Deceased,2013-07,,,2022-07,0.0,blonde
grlsV9GCGP33,2014-08,Neutered Male,2014-06,Inactive,2013-12,,2024-07,,0.0,light golden
grlsW4QGI6JJ,2014-08,Neutered Male,2013-02,Enrolled Deceased,2012-08,,,2024-11,1.0,medium golden
grls7KYQ7C99,2014-08,Intact Male,,Withdrawn,2013-07,2024-05,,,0.0,light golden
grlsCHGBV344,2014-08,Neutered Male,2015-04,Inactive,2014-01,,2016-07,,0.0,light golden
grlsU83MFF44,2014-08,Intact Male,,Enrolled Deceased,2013-12,,,2017-11,1.0,light golden
grlsV3AV5622,2014-08,Spayed Female,2013-12,Enrolled Deceased,2013-05,,,2023-02,0.0,blonde
grlsV0BT15XX,2014-08,Neutered Male,2014-04,Enrolled Deceased,2013-11,,,2024-01,1.0,medium golden
grlsSVOYYFQQ,2014-08,Intact Male,,Inactive,2012-06,,2015-06,,0.0,light golden
grlsRNBWQ822,2014-08,Intact Male,,Enrolled,2013-12,,,,0.0,blonde
grlsQ92M8HH,2014-08,Neutered Male,2014-09,Enrolled Deceased,2013-04,,,2023-04,1.0,light golden
grls9GCVJT44,2014-08,Neutered Male,2014-03,Enrolled,2013-03,,,,0.0,light golden
grlsQVYRH955,2014-08,Spayed Female,2013-08,Inactive,2012-12,,2016-06,,0.0,blonde
grls4OOI0C66,2014-08,Neutered Male,2012-05,Enrolled Deceased,2011-12,,,2023-02,1.0,red
grlsTVVWBM66,2014-08,Neutered Male,2014-07,Enrolled Deceased,2013-07,,,2022-05,1.0,light golden
grlsQ8S41JJ,2014-08,Spayed Female,2016-06,Enrolled Deceased,2012-08,,,2022-07,1.0,medium golden
grlsR4L8NPTT,2014-08,Neutered Male,2022-07,Enrolled,2012-09,,,,0.0,light golden
grlsEGYPXK44,2014-08,Spayed Female,2012-12,Inactive,2012-06,,2024-06,,0.0,blonde
grlsBE58TRUU,2014-08,Spayed Female,2016-06,Enrolled Deceased,2013-03,,,2024-05,0.0,light golden
grlsZODSWLFF,2014-08,Intact Male,,Enrolled Deceased,2013-01,,,2022-05,1.0,medium golden
grlsVOG8H6YY,2014-08,Spayed Female,2021-08,Enrolled,2013-12,,,,0.0,blonde
grlsPKOKG9KK,2014-08,Spayed Female,2014-03,Enrolled,2013-09,,,,0.0,light golden
grlsMNT4ZVKK,2014-08,Spayed Female,,Enrolled Deceased,2013-05,,,2023-04,1.0,light golden
grls9QYBMVCC,2014-08,Intact Male,,Enrolled Deceased,2013-03,,,2023-02,1.0,light golden
grls1SP9QVV,2014-08,Spayed Female,2013-01,Enrolled Deceased,2012-07,,,2023-06,1.0,blonde
grlsTUZ8SN00,2014-08,Intact Female,,Inactive,2013-05,,2018-09,,0.0,light golden
grlsMG8OL6DD,2014-08,Neutered Male,2019-10,Enrolled,2014-01,,,,0.0,medium golden
grls1XUEQXNN,2014-08,Spayed Female,2013-12,Enrolled Deceased,2013-06,,,2023-11,0.0,light golden
grls9IT3JWBB,2014-08,Spayed Female,2014-02,Enrolled Deceased,2013-08,,,2021-09,0.0,light golden
grls8QTRZM88,2014-08,Neutered Male,2014-01,Inactive,2013-03,,2015-08,,0.0,medium golden
grlsB63J68QQ,2014-08,Intact Female,,Enrolled Deceased,2013-02,,,2023-04,1.0,light golden
grls8LDKQ11,2014-08,Spayed Female,2019-07,Enrolled,2014-01,,,,0.0,light golden
grlsHTH5U533,2014-08,Neutered Male,2015-04,Enrolled,2013-06,,,,0.0,light golden
grls5TDRJOZZ,2014-08,Spayed Female,2017-10,Enrolled Deceased,2013-10,,,2023-09,1.0,light golden
grlsPGOOG3SS,2014-08,Spayed Female,2017-05,Enrolled Deceased,2013-06,,,2022-05,1.0,light golden
grlsWWOAB388,2014-08,Neutered Male,2015-04,Enrolled,2013-12,,,,0.0,light golden
grlsJQIU7SQQ,2014-07,Intact Female,,Enrolled Deceased,2012-04,,,2022-08,1.0,medium golden
grlsNAR05OO,2014-08,Neutered Male,2016-04,Enrolled,2013-12,,,,0.0,light golden
grlsBC81D299,2014-07,Neutered Male,2024-06,Enrolled,2013-04,,,,0.0,light golden
grlsZVMB3999,2014-08,Neutered Male,2015-09,Enrolled Deceased,2013-09,,,2024-01,1.0,light golden
grlsH9SXPYLL,2014-08,Spayed Female,2012-11,Enrolled Deceased,2012-03,,,2024-09,0.0,light golden
grlsP8VUB3JJ,2014-08,Spayed Female,2013-03,Enrolled Deceased,2012-10,,,2021-05,0.0,dark golden
grls2TGOMU88,2014-08,Spayed Female,2012-12,Enrolled Deceased,2012-06,,,2023-06,0.0,blonde
grlsZPEBWWNN,2014-08,Intact Male,,Inactive,2012-05,,2016-04,,0.0,light golden
grls68EFHT77,2014-08,Spayed Female,2013-09,Enrolled,2012-03,,,,0.0,light golden
grlsO3TR4RHH,2014-08,Neutered Male,2013-02,Inactive,2012-08,,2015-09,,0.0,blonde
grlsA7OKMPTT,2014-07,Neutered Male,2017-02,Enrolled Deceased,2012-11,,,2024-12,1.0,blonde
grls0O6N06KK,2014-08,Intact Male,,Enrolled Deceased,2013-04,,,2024-01,0.0,medium golden
grls3E3XCVBB,2014-08,Spayed Female,2014-01,Inactive,2012-07,,2024-07,,0.0,medium golden
grlsMNPI7L11,2014-08,Spayed Female,2014-08,Enrolled,2013-12,,,,0.0,light golden
grlsECC2VNOO,2014-08,Neutered Male,2014-12,Enrolled,2014-01,,,,0.0,light golden
grlsT57LG9GG,2014-07,Spayed Female,2018-11,Enrolled Deceased,2013-12,,,2023-11,1.0,medium golden
grlsZNHICC44,2014-08,Spayed Female,2013-10,Enrolled Deceased,2013-03,,,2023-09,1.0,light golden
grls1FFQVPRR,2014-08,Neutered Male,2014-06,Enrolled,2013-07,,,,0.0,blonde
grlsZJ5CSD66,2014-08,Neutered Male,2013-09,Enrolled,2012-12,,,,0.0,medium golden
grlsXH1O4977,2014-08,Neutered Male,2014-12,Enrolled Deceased,2013-12,,,2023-08,0.0,light golden
grlsJ9IHUPMM,2014-08,Neutered Male,2013-08,Inactive,2012-08,,2018-08,,0.0,blonde
grlsGSPDWVBB,2014-08,Spayed Female,2019-01,Withdrawn,2014-01,2022-07,,,0.0,light golden
grlsME01QPPP,2014-08,Spayed Female,2018-02,Enrolled Deceased,2013-01,,,2022-02,1.0,light golden
grlsPA3037CC,2014-08,Spayed Female,2015-02,Enrolled Deceased,2014-01,,,2023-01,1.0,medium golden
grlsSD7E777,2014-08,Spayed Female,2016-04,Enrolled Deceased,2013-11,,,2024-08,1.0,blonde
grlsH79T39GG,2014-08,Spayed Female,2020-01,Enrolled,2012-10,,,,0.0,light golden
grls26PDUYQQ,2014-08,Spayed Female,2013-07,Enrolled Deceased,2012-12,,,2024-05,0.0,medium golden
grlsTGIYGC55,2014-08,Neutered Male,2014-09,Enrolled Deceased,2013-12,,,2021-01,0.0,light golden
grlsT13LR5ZZ,2014-08,Intact Male,,Enrolled Deceased,2013-07,,,2021-05,0.0,light golden
grlsO9QFC4KK,2014-08,Neutered Male,2016-04,Enrolled,2014-01,,,,0.0,medium golden
grls0C4FQC88,2014-08,Neutered Male,2014-02,Enrolled Deceased,2013-02,,,2023-01,1.0,medium golden
grlsY9D83G11,2014-08,Neutered Male,2015-12,Enrolled,2013-12,,,,0.0,blonde
grlsI9WFVMM,2014-08,Spayed Female,2014-11,Enrolled,2013-10,,,,0.0,light golden
grls1P6DGIWW,2014-08,Neutered Male,2015-02,Enrolled Deceased,2014-01,,,2021-06,1.0,light golden
grls5QUADJVV,2014-08,Neutered Male,2015-11,Enrolled Deceased,2012-11,,,2023-06,0.0,medium golden
grls1FDQRRR,2014-08,Spayed Female,2014-10,Inactive,2014-01,,2018-07,,0.0,light golden
grls52EPLTHH,2014-08,Spayed Female,2016-07,Withdrawn,2012-07,2019-08,,,0.0,light golden
grlsZ4TIVKHH,2014-08,Neutered Male,2014-05,Enrolled,2013-12,,,,0.0,blonde
grlsEL3TT6JJ,2014-08,Spayed Female,2013-11,Enrolled Deceased,2013-05,,,2021-05,0.0,blonde
grlsC29NCATT,2014-08,Spayed Female,2014-06,Enrolled Deceased,2014-01,,,2023-12,0.0,light golden
grlsRHRNJYHH,2014-08,Spayed Female,2015-01,Enrolled,2013-12,,,,0.0,blonde
grlsVKDMBBXX,2014-08,Intact Female,,Enrolled,2013-10,,,,0.0,light golden
grlsYSZQQYUU,2014-08,Intact Female,,Enrolled Deceased,2012-10,,,2018-04,0.0,blonde
