subject_id,year_in_study,record_date,state,travel_length_weeks,travel_start_month,regular_work_visits,work_visit_hours,work_visit_days,type,travel_mode,travel_mode_other,country,region_name
grlsI426LMZZ,5,2019-03,CO,0,,1,6.0,4.0,work,Unknown,,US,Mountain
grlsI426LMZZ,5,2019-03,CO,0,,1,6.0,4.0,work,Unknown,,US,Mountain
grlsI426LMZZ,6,2020-02,CO,0,,1,4.0,4.0,work,Unknown,,US,Mountain
grlsI426LMZZ,6,2020-02,CO,0,,1,4.0,4.0,work,Unknown,,US,Mountain
grlsI46Y0RZZ,0,2014-11,UT,6.0,April,0,0,0,other (possibly kennel),Unknown,,US,Mountain
grlsI46Y0RZZ,2,2016-10,UT,2.0,May,0,0,0,other (possibly kennel),Unknown,,US,Mountain
grlsI46Y0RZZ,3,2017-10,UT,0,,0,0,0,kennel,Unknown,,US,Mountain
grlsI46Y0RZZ,3,2017-10,UT,1.0,August,0,0,0,kennel,Airplane,,US,Mountain
grlsI46Y0RZZ,4,2018-10,UT,1.0,July,0,0,0,other,Car,,US,Mountain
grlsI46Y0RZZ,4,2018-10,UT,1.0,July,0,0,0,other,Car,,US,Mountain
grlsI46Y0RZZ,4,2018-10,UT,1.0,October,0,0,0,other,Car,,US,Mountain
grlsI46Y0RZZ,4,2018-10,UT,1.0,July,0,0,0,kennel,Car,,US,Mountain
grlsI46Y0RZZ,4,2018-10,UT,1.0,July,0,0,0,kennel,Car,,US,Mountain
grlsI46Y0RZZ,4,2018-10,UT,1.0,October,0,0,0,kennel,Car,,US,Mountain
grlsI46Y0RZZ,4,2018-10,UT,1.0,July,0,0,0,kennel,Car,,US,Mountain
grlsI46Y0RZZ,4,2018-10,UT,1.0,July,0,0,0,kennel,Car,,US,Mountain
grlsI46Y0RZZ,4,2018-10,UT,1.0,October,0,0,0,kennel,Car,,US,Mountain
grlsI46Y0RZZ,5,2019-10,UT,0,,0,0,0,kennel,Unknown,,US,Mountain
grlsI46Y0RZZ,5,2019-10,UT,1.0,July,0,0,0,kennel,Car,,US,Mountain
grlsI4KWZ2ZZ,7,2022-07,TX,6,February,0,0,0,other,Car,,,
grlsI4RK7W55,3,2016-05,CO,1.0,November,0,0,0,other,Car,,US,Mountain
grlsI4RK7W55,3,2016-05,CO,1.0,November,0,0,0,other,Car,,US,Mountain
grlsI4RK7W55,3,2016-05,CO,1.0,November,0,0,0,kennel,Car,,US,Mountain
grlsI4RK7W55,3,2016-05,CO,1.0,November,0,0,0,kennel,Car,,US,Mountain
grlsI4RK7W55,4,2017-05,CO,0,,0,0,0,kennel,Unknown,,US,Mountain
grlsI4RK7W55,4,2017-05,CO,1.0,September,0,0,0,kennel,Car,,US,Mountain
grlsI4RK7W55,5,2018-05,CO,1.0,January,0,0,0,other,Car,,US,Mountain
grlsI4RK7W55,5,2018-05,CO,1.0,January,0,0,0,other,Car,,US,Mountain
grlsI4RK7W55,5,2018-05,CO,1.0,January,0,0,0,kennel,Car,,US,Mountain
grlsI4RK7W55,5,2018-05,CO,1.0,January,0,0,0,kennel,Car,,US,Mountain
grlsI78BAZ77,0,2014-02,MO,0,,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsI7NM0MNN,1,2015-06,CA,20.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grlsI7NM0MNN,1,2015-06,CA,12.0,October,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grlsI7NM0MNN,1,2015-06,CA,20.0,June,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grlsI7NM0MNN,1,2015-06,CA,12.0,October,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grlsI7NM0MNN,5,2019-06,FL,1.0,December,0,0,0,other,Airplane,,US,South
grlsI7NM0MNN,5,2019-06,FL,2.0,December,0,0,0,other,Car,,US,South
grlsI7NM0MNN,5,2019-06,FL,0,,0,0,0,other,Unknown,,US,South
grlsI7NM0MNN,5,2019-06,CA,1.0,December,0,0,0,other,Airplane,,US,Pacific
grlsI7NM0MNN,5,2019-06,CA,2.0,December,0,0,0,other,Car,,US,Pacific
grlsI7NM0MNN,5,2019-06,CA,0,,0,0,0,other,Unknown,,US,Pacific
grlsI8CE766,1,2016-02,MI,1.0,June,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsI8CE766,1,2016-02,MI,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsI8CE766,1,2016-02,MI,1.0,June,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsI8CE766,1,2016-02,MI,1.0,July,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsI8CE766,2,2017-02,MI,2.0,July,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsI8CE766,3,2018-02,MI,2.0,July,1,8.0,3.0,other,Car,,US,Midwest
grlsI8CE766,3,2018-02,MI,0,,1,8.0,3.0,other,Unknown,,US,Midwest
grlsI8CE766,3,2018-02,PA,2.0,July,1,8.0,3.0,work,Car,,US,Northeast
grlsI8CE766,3,2018-02,PA,0,,1,8.0,3.0,work,Unknown,,US,Northeast
grlsI8CE766,4,2019-02,PA,0,,1,12.0,2.0,work,Unknown,,US,Northeast
grlsI8CE766,4,2019-02,PA,0,,1,12.0,2.0,work,Unknown,,US,Northeast
grlsI91FWL00,1,2015-06,NC,1.0,October,0,0,0,other (possibly kennel),Unknown,,US,South
grlsI91FWL00,5,2019-05,MO,1.0,October,0,0,0,other,Car,,US,Midwest
grlsI91FWL00,5,2019-05,MO,0,,0,0,0,other,Unknown,,US,Midwest
grlsI9WFVMM,3,2017-07,NY,0,,0,0,0,kennel,Unknown,,US,Northeast
grlsI9WFVMM,3,2017-07,NY,1.0,June,0,0,0,kennel,Car,,US,Northeast
grlsI9WFVMM,4,2018-06,NY,0,,0,0,0,kennel,Unknown,,US,Northeast
grlsI9WFVMM,4,2018-06,NY,1.0,January,0,0,0,kennel,Car,,US,Northeast
grlsI9WFVMM,5,2019-07,NY,0,,0,0,0,kennel,Unknown,,US,Northeast
grlsI9WFVMM,5,2019-07,NY,1.0,December,0,0,0,kennel,Car,,US,Northeast
grlsI9WFVMM,6,2020-12,NJ,10,April,0,0,0,other,Car,,,
grlsIB8ZCI66,4,2018-03,NY,0,,1,8.0,1.0,work,Unknown,,US,Northeast
grlsIB8ZCI66,4,2018-03,NY,0,,1,8.0,1.0,work,Unknown,,US,Northeast
grlsIB9ZRE88,0,2014-12,IN,13.0,May,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsIB9ZRE88,3,2017-12,KY,1.0,August,0,0,0,other,Car,,US,South
grlsIB9ZRE88,3,2017-12,KY,0,,0,0,0,other,Unknown,,US,South
grlsIBON0011,3,2018-01,CO,1.0,November,0,0,0,other,Car,,US,Mountain
grlsIBON0011,3,2018-01,CO,0,,0,0,0,other,Unknown,,US,Mountain
grlsIBON0011,5,2020-01,CO,2.0,April,0,0,0,other,Car,,US,Mountain
grlsIBON0011,5,2020-01,CO,0,,0,0,0,other,Unknown,,US,Mountain
grlsICW7BS77,1,2013-11,SC,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,SC,1.0,March,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,SC,1.0,May,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,SC,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,SC,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,SC,1.0,March,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,SC,1.0,May,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,SC,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,TN,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,TN,1.0,March,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,TN,1.0,May,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,TN,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,TN,1.0,February,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,TN,1.0,March,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,TN,1.0,May,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,1,2013-11,TN,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,2,2014-11,NY,1.0,September,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grlsICW7BS77,2,2014-11,NY,2.0,October,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grlsICW7BS77,2,2014-11,SC,1.0,September,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,2,2014-11,SC,2.0,October,0,0,0,other (possibly kennel),Unknown,,US,South
grlsICW7BS77,3,2015-11,NY,4.0,August,0,0,0,other,Car,,US,Northeast
grlsICW7BS77,3,2015-11,NY,2.0,April,0,0,0,other,Car,,US,Northeast
grlsICW7BS77,3,2015-11,NY,1.0,November,0,0,0,other,Car,,US,Northeast
grlsICW7BS77,3,2015-11,NY,1.0,January,0,0,0,other,Car,,US,Northeast
grlsICW7BS77,3,2015-11,NY,0,,0,0,0,other,Unknown,,US,Northeast
grlsICW7BS77,3,2015-11,SC,4.0,August,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,SC,2.0,April,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,SC,1.0,November,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,SC,1.0,January,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,SC,0,,0,0,0,other,Unknown,,US,South
grlsICW7BS77,3,2015-11,NC,4.0,August,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,NC,2.0,April,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,NC,1.0,November,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,NC,1.0,January,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,NC,0,,0,0,0,other,Unknown,,US,South
grlsICW7BS77,3,2015-11,FL,4.0,August,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,FL,2.0,April,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,FL,1.0,November,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,FL,1.0,January,0,0,0,other,Car,,US,South
grlsICW7BS77,3,2015-11,FL,0,,0,0,0,other,Unknown,,US,South
grlsICW7BS77,4,2016-11,FL,5.0,January,0,0,0,other,Other Specify,RV,US,South
grlsICW7BS77,4,2016-11,FL,5.0,August,0,0,0,other,Other Specify,RV,US,South
grlsICW7BS77,4,2016-11,FL,0,,0,0,0,other,Unknown,,US,South
grlsICW7BS77,4,2016-11,NY,5.0,January,0,0,0,other,Other Specify,RV,US,Northeast
grlsICW7BS77,4,2016-11,NY,5.0,August,0,0,0,other,Other Specify,RV,US,Northeast
grlsICW7BS77,4,2016-11,NY,0,,0,0,0,other,Unknown,,US,Northeast
grlsICW7BS77,7,2019-11,SC,4.0,January,0,0,0,other,Car,,US,South
grlsICW7BS77,7,2019-11,SC,4.0,March,0,0,0,other,Car,,US,South
grlsICW7BS77,7,2019-11,SC,8.0,July,0,0,0,other,Car,,US,South
grlsICW7BS77,7,2019-11,SC,0,,0,0,0,other,Unknown,,US,South
grlsICW7BS77,7,2019-11,SC,4.0,January,0,0,0,other,Car,,US,South
grlsICW7BS77,7,2019-11,SC,4.0,March,0,0,0,other,Car,,US,South
grlsICW7BS77,7,2019-11,SC,8.0,July,0,0,0,other,Car,,US,South
grlsICW7BS77,7,2019-11,SC,0,,0,0,0,other,Unknown,,US,South
grlsICW7BS77,7,2019-11,NY,4.0,January,0,0,0,other,Car,,US,Northeast
grlsICW7BS77,7,2019-11,NY,4.0,March,0,0,0,other,Car,,US,Northeast
grlsICW7BS77,7,2019-11,NY,8.0,July,0,0,0,other,Car,,US,Northeast
grlsICW7BS77,7,2019-11,NY,0,,0,0,0,other,Unknown,,US,Northeast
grlsICXYCNUU,1,2015-03,CO,1.0,December,0,0,0,other (possibly kennel),Unknown,,US,Mountain
grlsICXYCNUU,3,2017-06,MO,1.0,April,0,0,0,other,Car,,US,Midwest
grlsICXYCNUU,3,2017-06,MO,0,,0,0,0,other,Unknown,,US,Midwest
grlsICXYCNUU,4,2018-07,CO,2.0,May,0,0,0,other,Car,,US,Mountain
grlsICXYCNUU,4,2018-07,CO,0,,0,0,0,other,Unknown,,US,Mountain
grlsICXYCNUU,5,2019-07,OR,0,,0,0,0,kennel,Unknown,,US,Pacific
grlsICXYCNUU,5,2019-07,OR,1.0,August,0,0,0,kennel,Car,,US,Pacific
grlsICXYCNUU,7,2021-06,AZ,3,May,0,0,0,other,Car,,,
grlsIDD1SPBB,1,2014-10,FL,1.0,December,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIDD1SPBB,4,2017-11,UT,0,,0,0,0,kennel,Unknown,,US,Mountain
grlsIDD1SPBB,4,2017-11,UT,1.0,July,0,0,0,kennel,Car,,US,Mountain
grlsIDD1SPBB,5,2018-10,UT,0,,0,0,0,kennel,Unknown,,US,Mountain
grlsIDD1SPBB,5,2018-10,UT,1.0,September,0,0,0,kennel,Car,,US,Mountain
grlsIDD1SPBB,6,2019-11,UT,1.0,July,0,0,0,other,Car,,US,Mountain
grlsIDD1SPBB,6,2019-11,UT,1.0,April,0,0,0,other,Car,,US,Mountain
grlsIDD1SPBB,6,2019-11,UT,0,,0,0,0,other,Unknown,,US,Mountain
grlsIDD1SPBB,6,2019-11,NM,1.0,July,0,0,0,other,Car,,US,Mountain
grlsIDD1SPBB,6,2019-11,NM,1.0,April,0,0,0,other,Car,,US,Mountain
grlsIDD1SPBB,6,2019-11,NM,0,,0,0,0,other,Unknown,,US,Mountain
grlsIEOM14RR,0,2013-02,VT,0,December,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grlsIEOM14RR,1,2014-03,VT,1.0,December,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grlsIEOM14RR,2,2015-03,VT,2.0,December,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grlsIEOM14RR,3,2016-03,VT,1.0,December,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,3,2016-03,VT,1.0,July,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,3,2016-03,MA,1.0,December,0,0,0,kennel,Car,,US,Northeast
grlsIEOM14RR,3,2016-03,MA,1.0,July,0,0,0,kennel,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,VT,2.0,June,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,VT,1.0,December,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,VT,2.0,July,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,VT,1.0,December,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,VT,2.0,June,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,VT,1.0,December,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,VT,2.0,July,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,VT,1.0,December,0,0,0,other,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,MA,2.0,June,0,0,0,kennel,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,MA,1.0,December,0,0,0,kennel,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,MA,2.0,July,0,0,0,kennel,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,MA,1.0,December,0,0,0,kennel,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,MA,2.0,June,0,0,0,kennel,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,MA,1.0,December,0,0,0,kennel,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,MA,2.0,July,0,0,0,kennel,Car,,US,Northeast
grlsIEOM14RR,4,2017-03,MA,1.0,December,0,0,0,kennel,Car,,US,Northeast
grlsIF12B9VV,1,2015-09,NC,1.0,March,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIF12B9VV,3,2017-10,NC,3.0,May,0,0,0,other,Car,,US,South
grlsIF12B9VV,3,2017-10,NC,0,,0,0,0,other,Unknown,,US,South
grlsIFPY0Y33,2,2016-10,CA,3.0,July,0,0,0,other (possibly kennel),Unknown,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,3.0,July,1,11.0,3.0,other,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,November,1,11.0,3.0,other,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,April,1,11.0,3.0,other,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,May,1,11.0,3.0,other,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,July,1,11.0,3.0,other,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,3.0,July,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,November,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,April,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,May,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,July,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,3.0,July,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,November,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,April,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,May,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,July,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,3.0,July,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,November,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,April,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,May,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,July,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,3.0,July,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,November,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,April,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,May,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,July,1,11.0,3.0,kennel,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,3.0,July,1,11.0,3.0,work,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,November,1,11.0,3.0,work,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,April,1,11.0,3.0,work,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,May,1,11.0,3.0,work,Car,,US,Pacific
grlsIFPY0Y33,3,2017-10,CA,1.0,July,1,11.0,3.0,work,Car,,US,Pacific
grlsIFPY0Y33,4,2018-11,CA,1.0,October,1,11.0,3.0,other,Car,,US,Pacific
grlsIFPY0Y33,4,2018-11,CA,0,,1,11.0,3.0,other,Unknown,,US,Pacific
grlsIFPY0Y33,4,2018-11,CA,1.0,October,1,11.0,3.0,work,Car,,US,Pacific
grlsIFPY0Y33,4,2018-11,CA,0,,1,11.0,3.0,work,Unknown,,US,Pacific
grlsIFPY0Y33,5,2019-09,CA,0,,1,10.0,3.0,work,Unknown,,US,Pacific
grlsIFPY0Y33,5,2019-09,CA,0,,1,10.0,3.0,work,Unknown,,US,Pacific
grlsIG55M1RR,3,2018-01,DE,2.0,December,1,5.0,4.0,work,Car,,US,South
grlsIG55M1RR,3,2018-01,DE,0,,1,5.0,4.0,work,Unknown,,US,South
grlsIG55M1RR,4,2019-01,DE,0,,1,18.0,7.0,work,Unknown,,US,South
grlsIG55M1RR,4,2019-01,DE,0,,1,18.0,7.0,work,Unknown,,US,South
grlsIG55M1RR,5,2020-01,DE,1.0,September,1,5.0,3.0,work,Car,,US,South
grlsIG55M1RR,5,2020-01,DE,0,,1,5.0,3.0,work,Unknown,,US,South
grlsIG55M1RR,6,2021-01,DE,0,,1,4,5,work,Unknown,,,
grlsIG55M1RR,7,2022-01,DE,0,,1,4,3,work,Unknown,,,
grlsIGPYD4ZZ,0,2014-06,NY,4.0,January,0,0,0,other (possibly kennel),Unknown,,US,Northeast
grlsIGPYD4ZZ,6,2020-10,ME,5,August,0,0,0,other,Car,,,
grlsIGWA7XOO,0,2014-07,IL,2.0,April,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsIGWA7XOO,1,2015-08,IL,3.0,April,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsIGWA7XOO,2,2016-08,FL,2.0,March,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIGWA7XOO,2,2016-08,FL,2.0,May,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIGWA7XOO,2,2016-08,FL,2.0,March,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIGWA7XOO,2,2016-08,FL,2.0,May,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIGWA7XOO,3,2017-08,IL,1.0,January,0,0,0,other,Car,,US,Midwest
grlsIGWA7XOO,3,2017-08,IL,2.0,August,0,0,0,other,Car,,US,Midwest
grlsIGWA7XOO,3,2017-08,IL,0,,0,0,0,other,Unknown,,US,Midwest
grlsIGWA7XOO,3,2017-08,FL,1.0,January,0,0,0,other,Car,,US,South
grlsIGWA7XOO,3,2017-08,FL,2.0,August,0,0,0,other,Car,,US,South
grlsIGWA7XOO,3,2017-08,FL,0,,0,0,0,other,Unknown,,US,South
grlsIGWA7XOO,4,2018-09,IL,3.0,October,0,0,0,other,Car,,US,Midwest
grlsIGWA7XOO,4,2018-09,IL,0,,0,0,0,other,Unknown,,US,Midwest
grlsIGWA7XOO,5,2019-10,IL,1.0,October,0,0,0,other,Car,,US,Midwest
grlsIGWA7XOO,5,2019-10,IL,1.0,January,0,0,0,other,Car,,US,Midwest
grlsIGWA7XOO,5,2019-10,IL,2.0,July,0,0,0,other,Car,,US,Midwest
grlsIGWA7XOO,5,2019-10,IL,0,,0,0,0,other,Unknown,,US,Midwest
grlsIGWA7XOO,5,2019-10,IL,1.0,October,0,0,0,other,Car,,US,Midwest
grlsIGWA7XOO,5,2019-10,IL,1.0,January,0,0,0,other,Car,,US,Midwest
grlsIGWA7XOO,5,2019-10,IL,2.0,July,0,0,0,other,Car,,US,Midwest
grlsIGWA7XOO,5,2019-10,IL,0,,0,0,0,other,Unknown,,US,Midwest
grlsIGWA7XOO,5,2019-10,FL,1.0,October,0,0,0,other,Car,,US,South
grlsIGWA7XOO,5,2019-10,FL,1.0,January,0,0,0,other,Car,,US,South
grlsIGWA7XOO,5,2019-10,FL,2.0,July,0,0,0,other,Car,,US,South
grlsIGWA7XOO,5,2019-10,FL,0,,0,0,0,other,Unknown,,US,South
grlsIGWA7XOO,6,2020-11,FL,2,July,0,0,0,other,Car,,,
grlsIGWA7XOO,7,2021-11,FL,2,July,0,0,0,other,Car,,,
grlsIHEGXMVV,3,2016-08,MD,0,,0,0,0,kennel,Unknown,,US,South
grlsIHEGXMVV,3,2016-08,MD,2.0,January,0,0,0,kennel,Car,,US,South
grlsIIDCBQ00,1,2014-12,IA,4.0,February,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsIIDCBQ00,2,2015-12,IA,1.0,December,0,0,0,other (possibly kennel),Unknown,,US,Midwest
grlsIIDCBQ00,4,2017-12,IA,1.0,February,0,0,0,other,Car,,US,Midwest
grlsIIDCBQ00,4,2017-12,IA,0,,0,0,0,other,Unknown,,US,Midwest
grlsIIDCBQ00,5,2018-10,IA,2.0,August,0,0,0,other,Car,,US,Midwest
grlsIIDCBQ00,5,2018-10,IA,2.0,August,0,0,0,other,Car,,US,Midwest
grlsIIDCBQ00,5,2018-10,IA,2.0,August,0,0,0,kennel,Car,,US,Midwest
grlsIIDCBQ00,5,2018-10,IA,2.0,August,0,0,0,kennel,Car,,US,Midwest
grlsIIDCBQ00,6,2019-10,HI,30.0,November,0,0,0,other,Airplane,,US,
grlsIIDCBQ00,6,2019-10,HI,0,,0,0,0,other,Unknown,,US,
grlsIIS2GMVV,4,2018-12,CO,0,,0,0,0,kennel,Unknown,,US,Mountain
grlsIIS2GMVV,4,2018-12,CO,1.0,March,0,0,0,kennel,Car,,US,Mountain
grlsIIVSMIHH,5,2019-11,CO,1.0,September,0,0,0,other,Car,,US,Mountain
grlsIIVSMIHH,5,2019-11,CO,0,,0,0,0,other,Unknown,,US,Mountain
grlsIIVSMIHH,7,2021-10,CO,2,June,0,0,0,other,Car,,,
grlsIJVZ1OHH,5,2019-01,VA,0,,0,0,0,kennel,Unknown,,US,South
grlsIJVZ1OHH,5,2019-01,VA,0,June,0,0,0,kennel,Car,,US,South
grlsIL8LVK99,3,2017-06,IA,0,,0,0,0,kennel,Unknown,,US,Midwest
grlsIL8LVK99,3,2017-06,IA,1.0,February,0,0,0,kennel,Car,,US,Midwest
grlsIL8LVK99,4,2018-07,IA,0,,0,0,0,kennel,Unknown,,US,Midwest
grlsIL8LVK99,4,2018-07,IA,1.0,July,0,0,0,kennel,Car,,US,Midwest
grlsIL8LVK99,5,2019-07,IA,0,,0,0,0,kennel,Unknown,,US,Midwest
grlsIL8LVK99,5,2019-07,IA,1.0,June,0,0,0,kennel,Car,,US,Midwest
grlsIL8LVK99,7,2021-07,IA,1,February,0,0,0,,Unknown,,,
grlsIL8LVK99,7,2021-07,IA,1,February,0,0,0,other,Car,,,
grlsILJ2U244,2,2015-05,FL,1.0,May,0,0,0,other (possibly kennel),Unknown,,US,South
grlsILJ2U244,3,2016-05,FL,1.0,September,0,0,0,other,Car,,US,South
grlsILJ2U244,3,2016-05,FL,0,,0,0,0,other,Unknown,,US,South
grlsILJ2U244,5,2018-06,FL,1.0,October,0,0,0,other,Car,,US,South
grlsILJ2U244,5,2018-06,FL,0,,0,0,0,other,Unknown,,US,South
grlsILJ2U244,6,2019-05,FL,2.0,August,0,0,0,other,Car,,US,South
grlsILJ2U244,6,2019-05,FL,0,,0,0,0,other,Unknown,,US,South
grlsILJ2U244,7,2020-06,TN,1.0,October,0,0,0,other,Car,,US,South
grlsILJ2U244,7,2020-06,TN,0,,0,0,0,other,Unknown,,US,South
grlsIN2KQ44,1,2015-11,VA,2.0,April,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIN2KQ44,1,2015-11,VA,2.0,June,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIN2KQ44,1,2015-11,VA,1.0,August,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIN2KQ44,1,2015-11,VA,1.0,October,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIN2KQ44,1,2015-11,VA,2.0,April,0,0,0,other (possibly kennel),Unknown,,US,South
grlsIN2KQ44,1,2015-11,VA,2.0,June,0,0,0,other (possibly kennel),Unknown,,US,South
